Text,Category,Gender,Comment React Number,Label
বালের তামাশা শুরু করছস ,Singer,Male,0,Harassment
শুভ কামনা ডিয়ার তোমার জন্য,Singer,Female,0,Neutral
মাশাল্লাহ ডিয়ার,Singer,Female,0,Neutral
"আপনি ভবিষ্যতে যে কোন মিডিয়াতে মন্তব্য করার আগে অত্যন্ত সতর্ক থাকবেন ! আমি স্পেশালি আপনাকে Beauty Without Brain এরকম ট্যাগ করতে চাচ্ছি না ! আপনি সুন্দরী , শিক্ষিতা , এবং বিবেকবান !",Actor,Female,0,Neutral
কট্টরপন্থীকে সাপোর্ট করা প্রকারান্তরে কট্টরপন্থীতার নামান্তর ,Social,Female,0,Harassment
জয় ভাই প্রোগ্রামের টিআরপি বাড়ানোর জন্য এতসব পাগলামি করে। এগিয়ে যান অনন্ত ভাই।,Actor,Male,0,Neutral
আসসালামুআলাইকুম। জনাবা সাফা কবীর আপনি বয়সে আমার কন্যার বয়সী হবেন। আপনি ভূল করেন নি। আপনি পরকারে বিশ্বাস করবেন কি করবেন না তা আপনার বিষয়। যদি সত্যিকার ভাবে কোন পরাকাল থাকে তবে আপনাকে সেই জগতে জবাবদিহীতা করতে হবে। আর না থাকলেতো নাই। আমি পরকালে বিশ্বাসী মানুষ। যে কথা বলছিলাম আপনি নাস্তিক। এটা আপনার বিষয়। আমার দায়িত্ব হল আপনার কাছে ইসলামের মূল দাওয়াত বা নির্যাস উপস্থাপন করা। আমি তা করতে পারি নাই । আমাকে আরো দেখতে হবে যে আপনি নাস্তিক বা অবিশ্বাসী যাই হোন না কেন আপনি কোন ধর্ম নিয়ে বাজে মন্তব্য করেছেন কিনা। যদি করেন তবে সেটাা অপরাধ। েএখন পর্য্যন্ত কোন প্রমান পাই নাই ।কিন্ত যে   হারে আপনাকে মাগী বেশ্যা বলা হচ্ছে তা মারাত্বক। কারন আমাদের স্কুল কলেজ বিশ্ববিদ্যালয় গুলোতে ছা্ত্রদের মানবিক গুনাবলী হবার শিক্ষা দেয়া হয় না। পরিবারগুলোেতো দেয়ই না বলা চলে। হাতে গোনা দুচারটি পরিবার থাকতে পারে।যারা আপনাকে গালী দিয়েছে তারা নিজেরাই জানে না তাারা কত সর্বনাশ নিজেদের করেছে এবং ইসলাম ধর্মের করেছে।,Actor,Female,0,Hate Speech
"ওরে বাবা! কী বিশাল বোঝা মাথায় তুলেছে। হয়েছে, অনেক হয়েছে।",Politician,Male,2,Neutral
"সাংবাদিক ভাইয়া,খাইয়া কি কোন কাজ কাম নাই! বা★★র নিউজ পোস্ট দেন।",Actor,Female,0,Harassment
এইটা যেন ফটো সেশসেন মধ্যে না থাকে সেটাই কাম্য কারন সকলে হাজার বছরের শ্রেষ্ঠ বাঙ্গালী বঙ্গবন্ধুকে বুকে ধারন করেছে। ধন্যবাদ।,Politician,Male,10,Neutral
স্পিচললেস......,Actor,Female,1,Neutral
আজকে সবে বরাত চোখে দেখতাছে ,Actor,Female,0,Neutral
"এই জায়েদ খান টা আবার কে?? খান লাগাইসে  আরে আবাল এর দল আলম এর নাম নিতে হলে হিরো আগে বলতে হয়! তারপর হয় হিরো আলম। ওর সাবলীল কথা, খারাপ সময়ে মানুষের পাশে দাঁড়ানো, ওর বুকের অসীম সাহস ই ওকে হিরো আলম বানিয়েছে বাংলাদেশের মানুষ। তোদের মতো আবালদের ছবি দেখতে এমনিতেও ভালো মানুষ যায় না হলে। মানুষ কে ছোট করে দেখিস! তোর অওকাত কি? আগে সেটা যান!?তোরা ঘেউ ঘেউ ওই এফডিসি পর্যন্তই করতে পারবি।",Social,Male,0,Sexual Aggression
